Date,Open,High,Low,Close,Tick,Volume
2020.03.05 10:30,106833,106959,106707,106843,43037,165813
2020.03.05 10:35,106843,107176,106787,107131,39751,146664
2020.03.05 10:40,107131,107353,107121,107282,41175,149918
2020.03.05 10:45,107282,107413,107227,107267,36883,148806
2020.03.05 10:50,107272,107393,107176,107196,32628,114919
2020.03.05 10:55,107201,107328,107136,107232,27702,102543
2020.03.05 11:00,107227,107227,106944,106964,38842,141850
2020.03.05 11:05,106964,106969,106601,106616,46079,186897
2020.03.05 11:10,106611,106697,106560,106676,33287,125073
2020.03.05 11:15,106676,106727,106591,106601,28067,120819
2020.03.05 11:20,106601,106697,106535,106656,22063,84691
2020.03.05 11:25,106661,106671,106313,106510,46379,178060
2020.03.05 11:30,106510,106833,106409,106828,59873,229063
2020.03.05 11:35,106823,106974,106666,106919,55904,205704
2020.03.05 11:40,106919,106989,106782,106909,32984,129791
2020.03.05 11:45,106904,106924,106681,106707,34034,130162
2020.03.05 11:50,106712,106813,106565,106621,43643,162105
2020.03.05 11:55,106626,106631,106378,106520,33282,126964
2020.03.05 12:00,106520,106671,106419,106434,33688,122898
2020.03.05 12:05,106434,106545,106308,106479,35023,136850
2020.03.05 12:10,106479,106737,106459,106656,30172,116611
2020.03.05 12:15,106651,106772,106540,106722,28599,112658
2020.03.05 12:20,106722,106893,106666,106792,27450,111699
2020.03.05 12:25,106792,106818,106495,106515,37588,151762
2020.03.05 12:30,106520,106601,106358,106399,34660,135471
2020.03.05 12:35,106399,106409,106192,106202,35650,152045
2020.03.05 12:40,106202,106313,106076,106086,30809,123767
2020.03.05 12:45,106081,106252,106010,106212,36192,149021
2020.03.05 12:50,106217,106313,106136,106277,23558,85903
2020.03.05 12:55,106283,106328,106161,106257,19049,75216
2020.03.05 13:00,106262,106419,106227,106363,23359,92591
2020.03.05 13:05,106363,106520,106328,106505,21098,84330
2020.03.05 13:10,106505,106656,106459,106636,23165,90042
2020.03.05 13:15,106636,106671,106525,106575,22859,87141
2020.03.05 13:20,106575,106631,106469,106495,20135,77535
2020.03.05 13:25,106500,106777,106454,106666,38817,142238
2020.03.05 13:30,106661,106717,106469,106479,23879,94237
2020.03.05 13:35,106479,106484,106227,106242,36994,152229
2020.03.05 13:40,106237,106318,106156,106187,28026,113652
2020.03.05 13:45,106187,106308,106161,106277,16771,68405
2020.03.05 13:50,106272,106424,106257,106394,22282,86845
2020.03.05 13:55,106389,106409,106207,106288,22251,91160
2020.03.05 14:00,106293,106469,106227,106277,25790,107271
2020.03.05 14:05,106283,106283,105944,106060,40407,168472
2020.03.05 14:10,106055,106151,105985,106020,20907,81393
2020.03.05 14:15,106025,106126,105909,105959,29595,112173
2020.03.05 14:20,105954,106065,105869,105894,26728,105961
2020.03.05 14:25,105894,105949,105793,105909,26199,104172
2020.03.05 14:30,105914,105939,105823,105848,15766,62141
2020.03.05 14:35,105848,105894,105545,105550,38999,157296
2020.03.05 14:40,105550,105621,105288,105328,42897,182336
2020.03.05 14:45,105328,105591,105197,105530,44413,200252
2020.03.05 14:50,105530,105646,105414,105566,30210,129418
2020.03.05 14:55,105571,105581,105379,105389,28570,116574
2020.03.05 15:00,105389,105495,105253,105258,33345,136512
2020.03.05 15:05,105268,105333,105116,105167,32550,134278
2020.03.05 15:10,105162,105232,105020,105030,36570,145775
2020.03.05 15:15,105030,105142,104894,105000,41121,164895
2020.03.05 15:20,105000,105343,104955,105207,33208,131882
2020.03.05 15:25,105207,105439,105202,105404,23005,94474
2020.03.05 15:30,105399,105480,105278,105455,28214,113201
2020.03.05 15:35,105455,105601,105379,105414,31183,133616
2020.03.05 15:40,105409,105444,105232,105318,28594,108153
2020.03.05 15:45,105323,105561,105298,105535,29484,120195
2020.03.05 15:50,105540,105687,105444,105480,36409,142138
2020.03.05 15:55,105475,105566,105374,105439,28456,115314
2020.03.05 16:00,105434,105439,105106,105197,38148,152770
2020.03.05 16:05,105202,105364,105172,105308,23148,93302
2020.03.05 16:10,105308,105530,105258,105409,25967,104709
2020.03.05 16:15,105409,105444,105111,105172,29307,117423
2020.03.05 16:20,105172,105217,105025,105030,31003,128981
2020.03.05 16:25,105030,105081,104839,104849,32378,135812
2020.03.05 16:30,104854,104889,104096,104253,69692,297948
2020.03.05 16:35,104258,104445,104172,104344,38572,171590
2020.03.05 16:40,104354,104505,104137,104197,35877,152862
2020.03.05 16:45,104197,104223,103682,103773,50394,218119
2020.03.05 16:50,103773,103985,103698,103728,35496,152908
2020.03.05 16:55,103733,103930,103581,103925,37516,159964
2020.03.05 17:00,103925,103955,103551,103612,30250,126188
2020.03.05 17:05,103612,103698,103223,103400,46970,207486
2020.03.05 17:10,103395,103485,102955,102976,45566,208671
2020.03.05 17:15,102981,103071,102375,102456,50812,256702
2020.03.05 17:20,102456,102733,101744,101966,72998,289301
2020.03.05 17:25,101966,102819,101865,102657,58528,239285
2020.03.05 17:30,102657,103369,102511,103268,57352,234779
2020.03.05 17:35,103263,103359,102385,102577,50566,191179
2020.03.05 17:40,102577,103127,102506,103006,34750,140601
2020.03.05 17:45,103001,103304,102582,103031,38430,155633
2020.03.05 17:50,103031,103632,103006,103410,34701,129242
2020.03.05 17:55,103410,103571,103031,103329,27352,108581
2020.03.05 18:00,103334,103652,102996,103586,15156,62262
2020.03.05 18:05,103581,103617,103314,103602,8894,38717
2020.03.06 09:05,100057,100158,99093,99149,69285,221338
2020.03.06 09:10,99149,99451,99063,99371,41052,118005
2020.03.06 09:15,99371,99482,99270,99416,25419,85959
2020.03.06 09:20,99406,99426,99113,99411,34017,113196
2020.03.06 09:25,99406,99770,99300,99704,46587,154027
2020.03.06 09:30,99699,100002,99300,99391,58273,190956
2020.03.06 09:35,99381,99537,99159,99527,43097,129630
2020.03.06 09:40,99522,99643,98962,99209,54956,171423
2020.03.06 09:45,99204,99305,99002,99032,29241,93308
2020.03.06 09:50,99032,99280,98891,98937,47873,158929
2020.03.06 09:55,98942,98987,98623,98805,53514,162338
2020.03.06 10:00,98805,99058,98735,98926,37438,126217
2020.03.06 10:05,98931,99310,98856,99255,41617,141373
2020.03.06 10:10,99250,99345,98815,98846,47261,157886
2020.03.06 10:15,98841,99083,98765,98861,41757,126845
2020.03.06 10:20,98861,99149,98830,99133,34116,99178
2020.03.06 10:25,99128,99199,98967,99083,20732,73485
2020.03.06 10:30,99088,99502,99078,99356,52499,146149
2020.03.06 10:35,99361,99865,99351,99618,62570,199858
2020.03.06 10:40,99618,99684,99366,99426,38041,135050
2020.03.06 10:45,99426,99436,99017,99027,40785,125862
2020.03.06 10:50,99027,99144,98931,99068,38150,127369
2020.03.06 10:55,99068,99194,98992,99088,28278,98244
2020.03.06 11:00,99093,99406,98962,99098,47091,152938
2020.03.06 11:05,99093,99260,98987,99063,34399,120830
2020.03.06 11:10,99063,99204,98871,98916,29252,108693
2020.03.06 11:15,98906,98997,98669,98952,49146,202840
2020.03.06 11:20,98952,99234,98836,99164,37040,123240
2020.03.06 11:25,99159,99441,99053,99426,37385,127788
2020.03.06 11:30,99431,99653,99224,99411,68701,234985
2020.03.06 11:35,99411,99719,99401,99492,47558,173694
2020.03.06 11:40,99487,99532,99300,99406,37874,138395
2020.03.06 11:45,99406,99446,98972,98992,52706,184595
2020.03.06 11:50,98997,99032,98548,98649,61212,234033
2020.03.06 11:55,98649,98790,98416,98477,53254,179804
2020.03.06 12:00,98482,98891,98442,98836,51117,185975
2020.03.06 12:05,98841,99103,98583,98598,53522,190291
2020.03.06 12:10,98598,99149,98538,99083,47396,164681
2020.03.06 12:15,99083,99351,99053,99229,38356,147364
2020.03.06 12:20,99224,99457,99189,99401,30312,118231
2020.03.06 12:25,99401,99664,99381,99603,42406,161760
2020.03.06 12:30,99608,99825,99320,99345,49568,183599
2020.03.06 12:35,99345,99765,99194,99744,50289,179759
2020.03.06 12:40,99739,100254,99578,100244,58145,201770
2020.03.06 12:45,100239,100512,100103,100492,56125,194350
2020.03.06 12:50,100492,100779,100370,100663,51725,164634
2020.03.06 12:55,100673,100673,100067,100274,48522,166438
2020.03.06 13:00,100279,100431,99749,99865,50578,166775
2020.03.06 13:05,99860,100032,99729,99754,39197,136232
2020.03.06 13:10,99759,99800,99522,99669,40609,135033
2020.03.06 13:15,99674,99855,99588,99633,32795,105029
2020.03.06 13:20,99628,99674,99361,99477,37171,121561
2020.03.06 13:25,99477,99658,99260,99320,40664,137745
2020.03.06 13:30,99315,99714,99295,99573,39558,133844
2020.03.06 13:35,99573,99972,99477,99936,43638,141173
2020.03.06 13:40,99936,100002,99401,99507,47427,155436
2020.03.06 13:45,99507,99593,99376,99441,31251,107059
2020.03.06 13:50,99441,99835,99391,99795,40196,139329
2020.03.06 13:55,99795,99810,99462,99724,36703,124930
2020.03.06 14:00,99724,99775,99411,99451,30786,106719
2020.03.06 14:05,99457,99457,99113,99239,41335,138870
2020.03.06 14:10,99239,99351,99128,99255,29540,103688
2020.03.06 14:15,99255,99406,99144,99260,31001,115965
2020.03.06 14:20,99265,99669,99250,99401,48839,171236
2020.03.06 14:25,99396,99446,99209,99280,29586,105496
2020.03.06 14:30,99285,99588,99184,99558,34451,125452
2020.03.06 14:35,99563,99785,99426,99623,38359,135684
2020.03.06 14:40,99623,99931,99527,99891,38773,138621
2020.03.06 14:45,99886,99997,99653,99719,35499,126697
2020.03.06 14:50,99719,99810,99497,99552,28975,100484
2020.03.06 14:55,99552,99946,99547,99790,36453,121830
2020.03.06 15:00,99790,100305,99734,100173,51360,179203
2020.03.06 15:05,100173,100365,100012,100047,39976,140863
2020.03.06 15:10,100047,100113,99830,99881,28947,107743
2020.03.06 15:15,99881,100219,99871,99997,40641,137161
2020.03.06 15:20,100002,100572,99992,100476,49277,172715
2020.03.06 15:25,100481,100517,100300,100401,32327,110277
2020.03.06 15:30,100401,100512,100244,100370,33735,123913
2020.03.06 15:35,100370,100456,100229,100401,25044,95739
2020.03.06 15:40,100401,100593,100295,100340,37946,138224
2020.03.06 15:45,100345,100431,99911,100072,47335,155991
2020.03.06 15:50,100072,100118,99598,99684,42170,134506
2020.03.06 15:55,99689,99785,99517,99593,29815,102058
2020.03.06 16:00,99593,99684,99164,99260,44670,148487
2020.03.06 16:05,99265,99426,99128,99209,37382,131747
2020.03.06 16:10,99204,99467,99027,99275,43411,145143
2020.03.06 16:15,99275,99547,99204,99391,31925,109875
2020.03.06 16:20,99391,99613,99260,99558,34085,118017
2020.03.06 16:25,99558,99704,99487,99507,29351,101482
2020.03.06 16:30,99512,99558,98977,99012,52520,167739
2020.03.06 16:35,99012,99058,98654,98765,46451,152123
2020.03.06 16:40,98760,99128,98573,98962,45046,143790
2020.03.06 16:45,98957,99209,98618,98623,44857,162230
2020.03.06 16:50,98618,98795,98497,98770,36666,129461
2020.03.06 16:55,98770,98926,98533,98704,35665,127393
2020.03.06 17:00,98704,98836,98568,98593,24882,89769
2020.03.06 17:05,98598,98674,98114,98189,49704,180858
2020.03.06 17:10,98184,98512,98114,98240,40711,147084
2020.03.06 17:15,98240,98861,98225,98714,41799,147667
2020.03.06 17:20,98714,98800,98194,98416,43940,158586
2020.03.06 17:25,98416,98634,98255,98295,33818,123523
2020.03.06 17:30,98295,99048,98230,98916,54262,198127
2020.03.06 17:35,98911,99083,98164,98265,54496,189524
2020.03.06 17:40,98270,98543,98119,98482,39136,128467
2020.03.06 17:45,98477,98755,98371,98664,39796,134581
2020.03.06 17:50,98669,99426,98649,99361,49328,138763
2020.03.06 17:55,99356,99653,99053,99179,45919,138363
2020.03.06 18:00,99179,99497,98967,99345,16871,57946
2020.03.06 18:05,99345,99345,98997,98997,9832,37005
2020.03.09 09:00,89404,89404,89404,89404,1238,8767
2020.03.09 09:05,89404,89404,89404,89404,572,2741
2020.03.09 09:10,89404,89404,89404,89404,402,1763
2020.03.09 09:15,89404,90061,89404,89450,3798,12193
2020.03.09 09:20,89450,90343,89404,90288,17586,44040
2020.03.09 09:25,90288,90475,89854,90273,37080,77712
2020.03.09 09:30,90278,90561,89839,90066,35751,79943
2020.03.09 09:35,90056,90439,89945,90354,27280,57225
2020.03.09 09:40,90354,91777,90354,91070,80222,155709
2020.03.09 09:45,91086,91313,90889,91121,31243,57606
2020.03.09 09:50,91116,91182,90601,90757,31750,61584
2020.03.09 09:55,90752,91171,90717,91091,27476,53405
2020.03.09 10:00,91081,91449,90677,91060,63132,115175
2020.03.09 10:05,91060,91202,90404,90455,49797,89606
2020.03.09 10:10,90460,90596,89818,90283,61040,110174
2020.03.09 10:15,90288,90581,89788,89929,47877,95810
2020.03.09 10:20,89924,90369,89733,90187,38844,83228
2020.03.09 10:25,90197,90212,89404,89561,44198,98553
